"trial_id","practice","word","orthography","phonology","language","word_english_orthography","word_english_phonology","word_catalan_orthography","word_catalan_phonology","word_spanish_orthography","word_spanish_phonology","pthn_spa","pthn_eng","freq_spa","freq_eng","stress_overlap_engspa","stress_overlap_engcat","stress_overlap_spacat","consonant_ratio_engspa","vowel_ratio_engspa","same_onset_engspa","consonant_ratio_spacat","vowel_ratio_spacat","same_onset_spacat"
8,0,"bol","bol","/'bol/","Spanish","bowl","/bəʊl/","bol","/ˈbɔɫ/","bol","/'bol/",10,12,1.47,21.45,1,1,1,0.57,0.19,"same_consonant",,,
9,0,"boli","boli","/'bo.li/","Spanish","pen","/pɛn/","boli","/'bo.li'/","bolígrafo","/'bo.li/",0,7,8.32,24.73,0,0,1,0.44,0.10,"different",,,
10,0,"botella","botella","/boˈte.ʎa/","Spanish","bottle","/ˈbɒtl/","ampolla","/əmˈpo.ʎə/","botella","/boˈte.ʎa/",0,0,43.08,50.75,0,0,0,0.40,0.13,"same_consonant",,,
11,0,"boton","botón","/boˈton/","Spanish","button","/ˈbʌtn/","botó","/buˈto/","botón","/boˈton/",,0,,28.25,0,0,1,0.67,0.15,"same_consonant",,,
12,0,"brazo","brazo","/ˈbɾa.θo/","Spanish","arm","/ɑːm/","braç","/ˈbɾas/","brazo","/ˈbɾa.θo/",0,5,55.72,65.41,0,0,0,0.13,0.00,"different",,,
13,0,"buho","búho","/ˈbu.o/","Spanish","owl","/aʊl/","mussol","/muˈsɔɫ/","búho","/ˈbu.o/",,10,,5.61,0,1,0,0.00,0.33,"different",,,
14,0,"burro","burro","/'bu.ro/","Spanish","donkey","/ˈdɒŋki/","ruc","/ˈruk/","burro","/'bu.ro/",0,0,9.47,5.35,0,0,1,0.28,0.11,"different",,,
15,0,"caballo","caballo","/kaˈβa.ʎo/","Spanish","horse","/hɔːs/","cavall","/kəˈβaʎ/","caballo","/kaˈβa.ʎo/",1,2,62.16,92.88,0,0,1,0.33,0.07,"different",,,
16,0,"caja","caja","/'ka.xa/","Spanish","box","/bɒks/","caixa","/ˈka.ʃə/","caja","/'ka.xa/",4,0,112.45,89.75,0,1,1,0.25,0.00,"different",,,
17,0,"calcetin","calcetín","/kalθeˈtin/","Spanish","sock","/sɒk/","mitjó","/miˈd͡ʒo/","calcetín","/kalθeˈtin/",,16,,8.98,0,0,0,0.18,0.00,"different",,,
18,0,"camisa","camisa","/kaˈmi.sa/","Spanish","shirt","/ʃɜːt/","camisa","/kəˈmi.zə/","camisa","/kaˈmi.sa/",0,6,46.27,46.37,0,0,1,0.31,0.15,"different",,,
19,0,"camiseta","camiseta","/ka.mi'se.ta/","Spanish","t-shirt","/ˈtiːʃɜːt/","samarreta","/sə.məˈrɛ.tə/","camiseta","/ka.mi'se.ta/",0,,20.65,,0,0,1,0.42,0.26,"different",,,
20,0,"caracol","caracol","/ka.ɾaˈkol/","Spanish","snail","/sneɪl/","cargol","/kər.ˈɡɔl/","caracol","/ka.ɾaˈkol/",0,7,2.38,1.76,0,1,1,0.28,0.08,"different",,,
21,0,"cebra","cebra","/ˈθe.bɾa/","Spanish","zebra","/ˈziːbrə/","zebra","/ˈze.βɾə/","cebra","/ˈθe.bɾa/",0,0,1.80,2.51,0,1,1,0.57,0.27,"different",,,
22,0,"cepillo","cepillo","/θeˈpi.ʎo/","Spanish","brush","/brʌʃ/","raspall","/rəsˈpaʎ/","cepillo","/θeˈpi.ʎo/",0,2,9.47,14.16,0,0,1,0.13,0.00,"different",,,
23,0,"cerdo","cerdo","/'θeɾ.ðo/","Spanish","pig","/pɪg/","porc","/ˈpɔrk/","cerdo","/'θeɾ.ðo/",0,3,40.02,39.14,0,1,1,0.32,0.21,"different",,,
24,0,"cereza","cereza","/θeˈɾe.θa/","Spanish","cherry","/ˈʧɛri/","cirera","/siˈɾe.ɾə/","cereza","/θeˈɾe.θa/",0,6,4.83,13.59,0,0,1,0.36,0.33,"different",,,
25,0,"cesta","cesta","/'θes.ta/","Spanish","basket","/ˈbɑːskɪt/","cistella","/sisˈte.ʎə/","cesta","/'θes.ta/",2,0,3.70,13.18,1,0,0,0.48,0.06,"different",,,
27,0,"chocolate","chocolate","/tʃ͡o.koˈla.te/","Spanish","chocolate","/ˈʧɒkəlɪt/","xocolata","/ʃu.kuˈɫa.tə/","chocolate","/tʃ͡o.koˈla.te/",0,0,47.12,29.39,0,0,1,0.53,0.24,"same_consonant",,,
28,0,"cielo","cielo","/ˈθje.lo/","Spanish","sky","/skaɪ/","cel","/ˈsɛɫ/","cielo","/ˈθje.lo/",0,0,144.93,44.80,0,0,1,0.36,0.15,"different",,,
29,0,"coche","coche","/ˈkot͡ʃe/","Spanish","car","/kɑː/","cotxe","/ˈkɔ.t͡ʃə/","coche","/ˈkot͡ʃe/",1,2,115.65,483.06,1,1,1,0.33,0.17,"same_consonant",,,
30,0,"corona","corona","/koˈɾo.na/","Spanish","crown","/kraʊn/","corona","/kuˈɾo.nə/","corona","/koˈɾo.na/",0,4,13.17,13.69,0,0,1,0.55,0.03,"same_consonant",,,
31,0,"cubo","cubo","/'ku.βo/","Spanish","bucket","/ˈbʌkɪt/","galleda","/ɡəˈʎɛ.ðə/","cubo","/'ku.βo/",7,1,8.10,10.02,0,0,0,0.36,0.11,"different",,,
32,0,"cuchara","cuchara","/kuˈt͡ʃa.ɾa/","Spanish","spoon","/spuːn/","cullera","/kuˈʎe.ɾə/","cuchara","/kuˈt͡ʃa.ɾa/",0,3,7.04,7.61,0,0,0,0.28,0.20,"different",,,
33,0,"dedo","dedo","/ˈde.ðo/","Spanish","finger","/ˈfɪŋgə/","dit","/dit/","dedo","/ˈde.ðo/",5,0,45.79,36.67,0,0,1,0.27,0.19,"different",,,
34,0,"ensalada","ensalada","/ensaˈlada/","Spanish","salad","/ˈsæləd/","amanida","/ə.məˈni.ðə/","ensalada","/ensaˈlada/",0,0,23.00,17.02,0,0,0,0.46,0.21,"different",,,
35,0,"esponja","esponja","/esˈpoŋ.xa/","Spanish","sponge","/spʌnʤ/","esponja","/əsˈpɔn.ʒə/","esponja","/esˈpoŋ.xa/",0,0,7.04,6.71,1,1,1,0.59,0.11,"different",,,
36,0,"estrella","estrella","/esˈtɾe.ʎa/","Spanish","star","/stɑː/","estrella","/esˈtɾe.ʎa/","estrella","/esˈtɾe.ʎa/",0,3,61.06,81.35,1,1,1,0.40,0.00,"different",,,
37,0,"flor","flor","/flor/","Spanish","flower","/ˈflaʊə/","flor","/ˈfɫɔ/","flor","/flor/",1,1,16.63,22.76,1,1,1,0.44,0.04,"same_consonant",,,
38,0,"frambuesa","frambuesa","/fɾamˈbwe.sa/","Spanish","raspberry","/ˈrɑːzbəri/","gerd","/ˈʒɛrt/","frambuesa","/fɾamˈbwe.sa/",0,0,1.80,1.88,0,0,0,0.33,0.08,"different",,,
39,0,"gafas","gafas","/ga'fas/","Spanish","glasses","/ˈglɑːsɪz/","ulleres","/uˈʎe.ɾəs/","gafas","/ga'fas/",1,0,11.39,33.12,1,1,0,0.36,0.00,"same_consonant",,,
40,0,"galleta","galleta","/ɡa.'ʎe.ta/","Spanish","biscuit","/ˈbɪskɪt/","galeta","/ɡəˈɫɛ.tə/","galleta","/ɡa.'ʎe.ta/",1,,11.27,,0,0,0,0.38,0.08,"different",,,
41,0,"gallina","gallina","/ɡəˈʎi.na/","Spanish","cock","/kɒk/","gallina","/ɡəˈʎi.nə/","gallina","/ɡəˈʎi.na/",0,16,14.62,11.37,0,0,1,0.34,0.07,"different",,,
42,0,"gato","gato","/'ɡa.to/","Spanish","cat","/kæt/","gat","/ˈɡat/","gato","/'ɡa.to/",2,9,53.99,66.33,0,1,1,0.55,0.24,"different",,,
43,0,"globo","globo","/ˈɡlo.βo/","Spanish","balloon","/bəˈluːn/","globus","/ˈˈɡɫɔ.βus/","globo","/ˈɡlo.βo/",1,0,11.63,8.67,0,0,1,0.44,0.17,"different",,,
44,0,"gorrion","gorrión","/ɡoˈrjon/","Spanish","sparrow","/ˈspærəʊ/","pardal","/pərˈdaɫ/","gorrión","/ɡoˈrjon/",,,,,0,0,0,0.27,0.14,"different",,,
45,0,"gorro","gorro","/ˈɡo.ro/","Spanish","hat","/hæt/","gorro","/ˈɡo.ru/","gorro","/ˈɡo.ro/",4,14,3.87,64.18,0,0,1,0.38,0.10,"different",,,
46,0,"grifo","grifo","/ˈɡɾi.fo/","Spanish","tap","/tæp/","aixeta","/əˈʃɛ.tə/","grifo","/ˈɡɾi.fo/",3,8,2.19,14.75,0,0,0,0.18,0.00,"different",,,
47,0,"guitarra","guitarra","/giˈta.ra/","Spanish","guitar","/gɪˈtɑː/","guitarra","/giˈta.rə/","guitarra","/giˈta.ra/",0,0,17.60,15.59,1,1,1,0.40,0.33,"same_consonant",,,
48,0,"gusano","gusano","/ɡuˈsa.no/","Spanish","worm","/wɜːm/","cuc","/ˈkuk/","gusano","/ɡuˈsa.no/",0,8,10.10,10.12,0,0,0,0.30,0.07,"different",,,
49,0,"hormiga","hormiga","/oɾˈmi.ɣa/","Spanish","ant","/ænt/","formiga","/furˈmi.ɡə/","hormiga","/oɾˈmi.ɣa/",1,9,2.64,5.35,0,0,1,0.30,0.07,"different",,,
50,0,"jirafa","jirafa","/xi'ɾa.fa/","Spanish","giraffe","/ʤɪˈrɑːf/","girafa","/ʒiˈɾa.fə/","jirafa","/xi'ɾa.fa/",0,0,1.97,1.49,0,0,1,0.50,0.30,"different",,,
51,0,"ladrillo","ladrillo","/laˈdɾi.ʎo/","Spanish","brick","/brɪk/","maó","/məˈo/","ladrillo","/laˈdɾi.ʎo/",0,8,5.43,10.18,0,0,0,0.38,0.18,"different",,,
52,0,"lapiz","lápiz","/ˈla.piθ/","Spanish","pencil","/ˈpɛnsl/","llapis","/ˈʎa.pis/","lápiz","/ˈla.piθ/",,0,,9.86,0,1,1,0.20,0.00,"different",,,
53,0,"leche","leche","/ˈle.t͡ʃe/","Spanish","milk","/mɪlk/","llet","/ˈʎet/","leche","/ˈle.t͡ʃe/",1,0,48.00,42.53,1,0,1,0.25,0.00,"different",,,
54,0,"lengua","lengua","/ˈleɲ.ɡwa/","Spanish","tongue","/tʌŋ/","llengua","/ˈʎeŋ.ɡwə/","lengua","/ˈleɲ.ɡwa/",0,3,39.88,31.16,1,0,1,0.33,0.11,"different",,,
55,0,"leon","león","/leˈon/","Spanish","lion","/ˈlaɪən/","lleó","/ʎəˈo/","león","/leˈon/",,1,,15.35,1,0,1,0.44,0.22,"same_consonant",,,
56,0,"libro","libro","/ˈli.βɾo/","Spanish","book","/bʊk/","llibre","/ˈʎi.βɾə/","libro","/ˈli.βɾo/",0,3,159.74,176.98,0,0,1,0.22,0.13,"different",,,
57,0,"loro","loro","/loˈɾo/","Spanish","parrot","/ˈpærət/","lloro","/ʎoˈɾu/","loro","/loˈɾo/",11,2,4.06,3.27,0,0,1,0.31,0.22,"different",,,
58,0,"luna","luna","/'lu.na/","Spanish","moon","/muːn/","lluna","/ˈʎu.nə/","luna","/'lu.na/",1,6,66.01,49.96,1,1,1,0.40,0.29,"different",,,
59,0,"mano","mano","/'ma.no/","Spanish","hand","/hænd/","mà","/ˈma/","mano","/'ma.no/",1,2,255.96,279.65,0,0,1,0.30,0.21,"different",,,
60,0,"manzana","manzana","/maŋˈθa.na/","Spanish","apple","/ˈæpl/","poma","/ˈpo.ma/","manzana","/maŋˈθa.na/",0,0,18.97,23.67,0,0,0,0.08,0.00,"different",,,
61,0,"mariposa","mariposa","/ma.ɾiˈpo.sa/","Spanish","butterfly","/ˈbʌtəflaɪ/","papallona","/pə.pəˈʎo.nə/","mariposa","/ma.ɾiˈpo.sa/",0,0,6.71,5.51,0,0,1,0.12,0.25,"different",,,
62,0,"martillo","martillo","/marˈti.ʎo/","Spanish","hammer","/ˈhæmə/","martell","/mərˈteʎ/","martillo","/marˈti.ʎo/",0,0,11.95,12.47,0,0,1,0.18,0.09,"different",,,
63,0,"mesa","mesa","/'me.sa/","Spanish","table","/ˈteɪbl/","taula","/ˈtaw.ɫə/","mesa","/'me.sa/",1,1,109.62,105.63,0,1,0,0.15,0.22,"different",,,
64,0,"moneda","moneda","/mo'ne.ða/","Spanish","coin","/kɔɪn/","moneda","/muˈnɛ.ðə/","moneda","/mo'ne.ða/",0,6,18.03,9.75,1,1,1,0.29,0.17,"different",,,
65,0,"mono","mono","/'mo.no/","Spanish","monkey","/ˈmʌŋki/","mico","/ˈmi.ku/","mono","/'mo.no/",2,1,33.13,33.51,1,1,1,0.40,0.15,"same_consonant",,,
66,0,"moto","moto","/'mo.to/","Spanish","motorbike","/ˈməʊtəˌbaɪk/","moto","/ˈmo.tu/","moto","/'mo.to/",8,0,17.14,0.75,1,1,1,0.31,0.21,"same_consonant",,,
67,0,"muneca","muñeca","/mu'ɲe.ka/","Spanish","doll","/dɒl/","nina","/ˈni.nə/","muñeca","/mu'ɲe.ka/",,5,,24.76,1,0,0,0.25,0.11,"different",,,
68,0,"naranja","naranja","/naˈɾaŋ.xa/","Spanish","orange","/ˈɒrɪnʤ/","taronja","/təˈɾɔɲ.ʒə/","naranja","/naˈɾaŋ.xa/",0,0,18.77,22.31,0,0,1,0.17,0.00,"different",,,
69,0,"nariz","nariz","/naˈɾiθ/","Spanish","nose","/nəʊz/","nas","/nas/","nariz","/naˈɾiθ/",0,6,53.87,69.75,0,1,0,0.22,0.11,"same_consonant",,,
71,0,"ombligo","ombligo","/omˈbli.ɣo/","Spanish","belly button","/ˈbɛli ˈbʌtn/","melic","/məˈɫik/","ombligo","/omˈbli.ɣo/",0,,3.13,,0,0,0,0.33,0.22,"different",,,
72,0,"osito","osito","/o'si.to/","Spanish","teddy bear","/ˈtɛdi beə/","osset","/u'set/","osito","/o'si.to/",0,,5.31,,0,0,1,0.12,0.25,"different",,,
73,0,"oveja","oveja","/o.'βe.xa/","Spanish","sheep","/ʃiːp/","ovella","/uˈbɛ.ʎə/","oveja","/o.'βe.xa/",1,8,6.32,13.43,0,0,1,0.00,0.00,"different",,,
74,0,"pajaro","pájaro","/'pa.xa.ɾo/","Spanish","bird","/bɜːd/","ocell","/uˈseʎ/","pájaro","/'pa.xa.ɾo/",,7,,45.45,0,0,0,0.34,0.15,"different",,,
75,0,"pan","pan","/pan/","Spanish","bread","/brɛd/","pa","/pa/","pan","/pan/",8,5,48.25,28.33,0,0,1,0.27,0.00,"different",,,
76,0,"panal","pañal","/paˈɲal/","Spanish","nappy","/ˈnæpi/","bolquer","/buɫˈke/","pañal","/paˈɲal/",,8,,0.78,0,0,0,0.22,0.11,"different",,,
77,0,"pantalon","pantalón","/paŋ.taˈlon/","Spanish","trousers","/ˈtraʊzəz/","pantalons","/pən.təˈɫons/","pantalón","/paŋ.taˈlon/",,0,,5.16,0,0,1,0.32,0.20,"different",,,
78,0,"pastel","pastel","/pas'tel/","Spanish","cake","/keɪk/","pastís","/ˈpas.tis/","pastel","/pas'tel/",0,8,54.64,45.06,1,0,1,0.12,0.20,"different",,,
79,0,"patata","patata","/pa'ta.ta/","Spanish","potato","/pəˈteɪtəʊ/","patata","/pəˈta.tə/","patata","/pa'ta.ta/",2,0,2.72,11.29,1,1,1,0.43,0.24,"same_consonant",,,
80,0,"pato","pato","/'pa.to/","Spanish","duck","/dʌk/","ànec","/ˈa.nək/","pato","/'pa.to/",14,11,14.90,24.76,0,0,1,0.44,0.14,"different",,,
81,0,"pelota","pelota","/pe'lo.ta/","Spanish","ball","/bɔːl/","pilota","/piˈɫɔ.tə/","pelota","/pe'lo.ta/",0,5,40.48,104.96,1,1,1,0.43,0.07,"different",,,
82,0,"perro","perro","/'pe.ro/","Spanish","dog","/dɒg/","gos","/ˈɡos/","perro","/'pe.ro/",0,1,166.18,192.84,0,0,0,0.36,0.05,"different",,,
83,0,"pez","pez","/ˈpeθ/","Spanish","fish","/fɪʃ/","peix","/ˈpeʃ/","pez","/ˈpeθ/",2,1,26.90,83.49,0,1,1,0.56,0.28,"different",,,
84,0,"pie","pie","/'pje/","Spanish","foot","/fʊt/","peu","/pɛw/","pie","/'pje/",0,5,103.41,64.92,0,0,1,0.27,0.00,"different",,,
85,0,"pierna","pierna","/'pjer.na/","Spanish","leg","/lɛg/","cama","/ˈka.mə/","pierna","/'pjer.na/",1,2,51.51,56.51,0,0,0,0.09,0.00,"different",,,
87,0,"platano","plátano","/'pla.ta.no/","Spanish","banana","/bəˈnɑːnə/","plàtan",,"plátano","/'pla.ta.no/",,0,,10.73,0,0,1,0.30,0.08,"different",,,
88,0,"plato","plato","/'pla.to/","Spanish","plate","/pleɪt/","plat",,"plato","/'pla.to/",1,7,27.76,25.65,1,1,1,0.60,0.13,"same_consonant",,,
89,0,"pluma","pluma","/'plu.ma/","Spanish","feather","/ˈfɛðə/","ploma",,"pluma","/'plu.ma/",0,6,10.96,6.63,0,0,1,0.18,0.00,"different",,,
90,0,"pollo","pollo","/ˈpo.ʎo/","Spanish","chicken","/ˈʧɪkɪn/","pollastre",,"pollo","/ˈpo.ʎo/",2,0,47.28,61.73,0,0,0,0.28,0.15,"different",,,
91,0,"puerta","puerta","/'pwer.ta/","Spanish","door","/dɔː/","porta",,"puerta","/'pwer.ta/",0,5,328.87,292.06,0,1,1,0.18,0.00,"different",,,
92,0,"sandwich","sándwich","/'sand.wi͡ʃ/","Spanish","sandwich","/ˈsænwɪʤ/","sàndvitx",,"sándwich","/'sand.wi͡ʃ/",0,0,25.65,21.92,1,1,1,0.59,0.28,"same_consonant",,,
93,0,"sol","sol","/'sol/","Spanish","sun","/sʌn/","sol",,"sol","/'sol/",5,13,88.20,69.67,1,1,1,0.53,0.22,"same_consonant",,,
94,0,"tambor","tambor","/tam.'bor/","Spanish","drum","/drʌm/","tambor",,"tambor","/tam.'bor/",0,4,4.66,8.47,0,0,1,0.39,0.00,"different",,,
95,0,"tenedor","tenedor","/te.ne.'ðor/","Spanish","fork","/fɔːk/","forquilla",,"tenedor","/te.ne.'ðor/",0,12,5.99,8.82,0,1,0,0.28,0.07,"different",,,
97,0,"tijeras","tijeras","/ti'xe.ɾas/","Spanish","scissors","/ˈsɪzəz/","tisores",,"tijeras","/ti'xe.ɾas/",1,1,6.90,6.69,0,0,0,0.41,0.31,"different",,,
98,0,"tobogan","tobogán","/to.βoˈɣan/","Spanish","slide","/slaɪd/","tobogan",,"tobogán","/to.βoˈɣan/",,2,,17.82,1,1,1,0.14,0.17,"different",,,
99,0,"tomate","tomate","/to'ma.te/","Spanish","tomato","/təˈmɑːtəʊ/","tomàquet",,"tomate","/to'ma.te/",2,0,9.90,5.90,1,1,1,0.46,0.33,"same_consonant",,,
100,0,"toro","toro","/ˈto.ɾo/","Spanish","bull","/bʊl/","toro",,"toro","/ˈto.ɾo/",8,6,11.78,27.51,0,0,1,0.48,0.24,"different",,,
101,0,"tren","tren","/ˈtɾen/","Spanish","train","/treɪn/","tren",,"tren","/ˈtɾen/",1,0,70.99,95.06,1,1,1,0.67,0.22,"same_consonant",,,
102,0,"ventana","ventana","/beŋ.'ta.na/","Spanish","window","/ˈwɪndəʊ/","finestra",,"ventana","/beŋ.'ta.na/",0,0,73.22,86.00,0,1,0,0.22,0.13,"different",,,
103,0,"zanahoria","zanahoria","/θa.naˈo.ɾja/","Spanish","carrot","/ˈkærət/","pastanaga",,"zanahoria","/θa.naˈo.ɾja/",1,3,3.27,3.82,0,0,0,0.25,0.13,"different",,,
1,1,"arbol","árbol","/ˈar.βol/","Spanish","tree","/triː/","arbre",,"árbol","/ˈar.βol/",,5,,65.00,0,0,1,0.25,0.00,"different",,,
26,1,"chaqueta","chaqueta","/tʃ͡aˈke.ta/","Spanish","jacket","/ˈʤækɪt/","jaqueta",,"chaqueta","/tʃ͡aˈke.ta/",0,0,37.62,33.41,0,0,1,0.53,0.30,"different",,,
70,1,"ola","ola","/ˈo.la/","Spanish","wave","/weɪv/","onada",,"ola","/ˈo.la/",6,8,14.95,21.25,0,0,0,0.00,0.14,"different",,,
86,1,"pinguino","pingüino","/piŋˈɡwi.no/","Spanish","penguin","/ˈpɛŋgwɪn/","pingüí",,"pingüino","/piŋˈɡwi.no/",,0,,2.88,1,0,1,0.67,0.22,"same_consonant",,,
96,1,"tigre","tigre","/ˈti.ɣɾe/","Spanish","tiger","/ˈtaɪgə/","tigre",,"tigre","/ˈti.ɣɾe/",0,0,11.73,18.53,1,1,1,0.37,0.20,"same_consonant",,,
